"title","audience_score","genre","studio","runtime","mpaa_rating","rel_year","rel_month","rel_day","critics_rating","critics_score","rt_num_votes","imdb_num_votes","imdb_avg_score","budget","best_dir_win","best_actor_win","director","actor1","actor2","actor3","actor4","actor5"
"Never Been Kissed",69,"Comedy","20th Century Fox",107,"PG-13",1999,4,9,"Rotten",55,441112,81742,6.1,2.5e+07,0,0,"Raja Gosnell","Drew Barrymore"," David Arquette"," Michael Vartan"," Molly Shannon"," Leelee Sobieski"
"See You Next Tuesday",91,"Comedy","Other",82,"NR",2014,6,13,"Fresh",89,33,157,6.5,NA,0,0,"Drew Tobia","Eleanore Pienta"," Dana Eskelson"," Molly Plunk"," Keisha Zollar"," Beverly Bonner"
"Viral",29,"Horror","Other",89,"R",2016,7,29,"Rotten",50,514,7995,5.5,NA,0,0,"Henry Joost","Sofia Black-D'Elia"," Analeigh Tipton"," Travis Tope"," Michael Kelly"," Brianne Howey"
"V/H/S",41,"Horror","Magnolia Pictures",115,"R",2012,10,5,"Rotten",57,15967,56011,5.8,NA,0,0,"Adam Wingard","Adam Wingard"," Calvin Reeder"," Lane Hughes"," Kentucker Audley"," Frank Stack"
"Detroit Rock City",82,"Comedy","New Line Cinema",95,"R",1999,8,13,"Rotten",48,55745,34958,6.9,3.4e+07,0,0,"Adam Rifkin","Edward Furlong"," Giuseppe Andrews"," James DeBello"," Sam Huntington"," Lin Shaye"
"The Mighty Ducks",65,"Comedy","Buena Vista Pictures",101,"PG",1992,9,20,"Rotten",23,278472,57227,6.5,1e+07,0,0,"Stephen Herek","Emilio Estevez"," Joss Ackland"," Lane Smith"," Heidi Kling"," Josef Sommer"
"L.A. Confidential",94,"Drama","Warner Bros",136,"R",1997,9,19,"Certified-Fresh",99,150735,521530,8.2,3.5e+07,0,1,"Curtis Hanson","Russell Crowe"," Kevin Spacey"," Guy Pearce"," James Cromwell"," David Strathairn"
"The Lion King",93,"Action & Adventure","Buena Vista",87,"G",1994,6,15,"Certified-Fresh",93,1269333,917248,8.5,4.5e+07,0,0,"Roger Allers","Matthew Broderick"," Jeremy Irons"," James Earl Jones"," Nathan Lane"," Moira Kelly"
"Only the Brave",91,"Action & Adventure","Columbia Pictures",134,"PG-13",2017,10,20,"Certified-Fresh",87,12660,773,5.3,3300000,0,0,"Joseph Kosinski","Josh Brolin"," Miles Teller"," Jennifer Connelly"," Jeff Bridges"," James Badge Dale"
"The Watermelon Woman",54,"Comedy","Other",81,"NR",1997,3,5,"Fresh",100,874,1466,7,3e+05,0,0,"Cheryl Dunye","Cheryl Dunye"," Valarie Walker"," Guinevere Turner"," Valerie Walker"," Lisa Marie Bronson"
"The Quarry",NA,"Mystery & Suspense","Lionsgate Entertainment",NA,"R",2020,4,17,"",NA,NA,1446,5.2,NA,0,0,"Scott Teems","Shea Whigham"," Michael Shannon"," Catalina Sandino Moreno"," Bobby Soto"," Bruno Bichir"
"Lullaby",55,"Drama","Other",117,"R",2014,6,13,"Rotten",30,762,2531,6.2,NA,0,0,"Andrew Levitas","Garrett Hedlund"," Richard Jenkins"," Anne Archer"," Jessica Brown Findlay"," Amy Adams"
"Transit",30,"Drama","Other",87,"R",2012,5,11,"Rotten",50,756,10653,5.8,5e+06,0,0,"Antonio Negret","Jim Caviezel"," James Frain"," Harold Perrineau"," Diora Baird"," Sterling Knight"
"Jason's Lyric",91,"Drama","Other",119,"R",1994,9,28,"Fresh",61,9143,3575,6.6,7e+06,0,0,"Doug McHenry","Allen Payne"," Bokeem Woodbine"," Jada Pinkett Smith"," Forest Whitaker"," Suzzanne Douglas"
"Just Another Girl on the I.R.T.",84,"Comedy","Miramax Pictures",92,"R",1993,1,1,"Fresh",67,1398,885,6.4,1e+05,0,0,"Leslie Harris","Ariyan Johnson"," Kevin Thigpen"," Ebony Jerido"," Kishaa Richardson"," Chequita Jackson"
"Save the Last Dance",59,"Drama","Paramount Pictures",108,"PG-13",2001,1,12,"Rotten",53,31845749,56471,6.2,1.3e+07,0,0,"Thomas Carter","Julia Stiles"," Sean Patrick Thomas"," Kerry Washington"," Fredro Starr"," Terry Kinney"
"Quiz Show",87,"Drama","Other",130,"PG-13",1994,9,14,"Certified-Fresh",96,31595,63643,7.5,3.1e+07,1,0,"Robert Redford","John Turturro"," Ralph Fiennes"," Rob Morrow"," Paul Scofield"," David Paymer"
"Horrible Bosses",70,"Comedy","Warner Bros",98,"R",2011,7,8,"Fresh",69,106701,416024,6.9,3.5e+07,0,0,"Seth Gordon","Jason Bateman"," Kevin Spacey"," Jennifer Aniston"," Jason Sudeikis"," Charlie Day"
"Woo",62,"Comedy","New Line Home Entertainment",84,"R",1998,5,8,"Rotten",10,5398,1791,4.1,1.3e+07,0,0,"Daisy von Scherler Mayer","Jada Pinkett Smith"," Tommy Davidson"," Girlina"," Dave Chappelle"," Darrell M. Heath"
"If I Stay",61,"Drama","Warner Bros",106,"PG-13",2014,8,22,"Rotten",35,48875,113835,6.7,1.1e+07,0,0,"R.J. Cutler","Chloë Grace Moretz"," Mireille Enos"," Joshua Leonard"," Jamie Blackley"," Lauren Lee Smith"
"Standing Up, Falling Down",86,"Comedy","Other",91,"NR",2020,2,21,"Certified-Fresh",86,7,903,6.4,NA,0,0,"Matt Ratner","Billy Crystal"," Ben Schwartz"," Eloise Mumford"," Grace Gummer"," Nathan Corddry"
"Synecdoche, New York",71,"Drama","Other",124,"R",2008,10,24,"Fresh",69,57214,79732,7.6,2e+07,0,1,"Charlie Kaufman","Philip Seymour Hoffman"," Catherine Keener"," Tom Noonan"," Josh Pais"," Daniel London"
"God, Sex & Apple Pie",40,"Comedy","Other",97,"R",1999,10,16,"Rotten",17,103,212,4.3,NA,0,0,"Paul Leaf","Jerome Courshon"," Andrea Leithe"," Greg Wrangler"," Penelope Crabtree"," Mark S. Porro"
"Crossroads",40,"Action & Adventure","Paramount Pictures",94,"PG-13",2002,2,15,"Rotten",14,359335,1157,6.7,846000,0,0,"Tamra Davis","Britney Spears"," Taryn Manning"," Zoe Saldana"," Anson Mount"," Dan Aykroyd"
"So Undercover",49,"Action & Adventure","Open Road Films",94,"PG-13",2012,10,5,"Rotten",6,8689,19026,5,NA,0,0,"Tom Vaughan","Miley Cyrus"," Jeremy Piven"," Josh Bowman"," Megan Park"," Alexis Knapp"
"The Go-Getter",61,"Art House & International","Other",93,"R",2008,6,6,"Rotten",42,4063,4974,6.6,NA,0,0,"Martin Hynes","Lou Taylor Pucci"," Zooey Deschanel"," Jena Malone"," M. Ward"," Judy Greer"
"Carriers",39,"Drama","Paramount Pictures",84,"PG-13",2009,9,4,"Fresh",66,93949,42931,6,NA,0,0,"David Pastor","Lou Taylor Pucci"," Chris Pine"," Piper Perabo"," Emily VanCamp"," Christopher Meloni"
"The Dinner Party",81,"Horror","Other",115,"NR",2020,6,5,"Rotten",38,137,2255,5.9,NA,0,0,"Miles Doleac","Bill Sage"," Jeremy London"," Lindsay Anne Williams"," Mike Mayhall"," Alli Hart"
"Blind Date",34,"Comedy","Other",80,"NR",2009,9,25,"Rotten",33,505,207,6.1,NA,0,0,"Stanley Tucci","Stanley Tucci"," Roeland Fernhout"," Thijs Römer"," Renée Fokker"," Gerdy De Decker"
"Bitch Slap",29,"Action & Adventure","Freestyle Releasing",104,"R",2010,1,8,"Rotten",29,10344,13328,4.4,NA,0,0,"Rick Jacobson","Julia Voth"," Erin Cummings"," America Olivo"," Michael Hurst"," Ron Melendez"
"Eight Legged Freaks",32,"Comedy","Warner Bros",99,"PG-13",2002,7,17,"Rotten",48,102730,51992,5.4,3e+07,0,0,"Ellory Elkayem","David Arquette"," Kari Wuhrer"," Scott Terra"," Doug E. Doug"," Scarlett Johansson"
"Girls Town",81,"Comedy","Other",88,"R",1995,6,1,"Fresh",88,608,757,3.5,NA,0,0,"Jim McKay","Lili Taylor"," Anna Grace"," Bruklin Harris"," Aunjanue Ellis"," Ramya Pratt"
"Triple Frontier",55,"Action & Adventure","Unknown",125,"R",2019,3,6,"Fresh",70,2034,101968,6.4,NA,0,0,"J.C. Chandor","Ben Affleck"," Oscar Isaac"," Charlie Hunnam"," Garrett Hedlund"," Pedro Pascal"
"Willard",51,"Horror","New Line Cinema",100,"PG-13",2003,3,14,"Fresh",64,21736,3650,6.2,NA,0,0,"Glen Morgan","Crispin Glover"," R. Lee Ermey"," Laura Harring"," Jackie Burroughs"," Kim McKamy"
"I Am Legend",68,"Action & Adventure","Warner Bros",101,"PG-13",2007,12,14,"Fresh",68,1129917,674397,7.2,1.5e+08,0,0,"Francis Lawrence","Will Smith"," Alice Braga"," Salli Richardson-Whitfield"," Charlie Tahan"," Willow Smith"
"Yours, Mine & Ours",51,"Comedy","Paramount Pictures",88,"PG",2005,11,23,"Rotten",6,398066,26343,5.5,4.5e+07,0,0,"Raja Gosnell","Dennis Quaid"," Rene Russo"," Sean Faris"," Dean Collins"," Tyler Patrick Jones"
"Intolerable Cruelty",48,"Comedy","Universal Pictures",100,"PG-13",2003,10,10,"Certified-Fresh",75,66665,89972,6.2,6e+07,1,0,"Joel Coen","George Clooney"," Catherine Zeta-Jones"," Cedric the Entertainer"," Geoffrey Rush"," Edward Herrmann"
"Bottle Shock",58,"Comedy","Freestyle Releasing",110,"PG-13",2008,1,18,"Rotten",48,18874,14859,6.8,5e+06,0,0,"Randall Miller","Alan Rickman"," Bill Pullman"," Chris Pine"," Rachael Taylor"," Freddy Rodriguez"
"Year of the Comet",47,"Action & Adventure","Sony Pictures",89,"PG-13",1992,4,24,"Rotten",0,246,1484,5.8,NA,0,0,"Peter Yates","Penelope Ann Miller"," Tim Daly"," Louis Jourdan"," Art Malik"," Ian Richardson"
"Soul Surfer",75,"Action & Adventure","Other",106,"PG",2011,4,8,"Rotten",45,41684,44808,7,1.8e+07,0,0,"Sean McNamara","AnnaSophia Robb"," Dennis Quaid"," Helen Hunt"," Lorraine Nicholson"," Carrie Underwood"
"Valley Girl",87,"Comedy","MGM",103,"PG-13",2020,5,8,"Rotten",55,312,12965,6.4,350000,0,0,"Rachel Lee Goldenberg","Jessica Rothe"," Josh Whitehouse"," Jessie Ennis"," Ashleigh Murray"," Chloe Bennet"
"Cook Off!",64,"Comedy","Lionsgate Entertainment",98,"R",2017,11,17,"Rotten",25,250,833,4.1,NA,0,0,"Guy Shalem","Cathryn Michon"," Wendi McLendon-Covey"," Melissa McCarthy"," Ben Falcone"," Gary Anthony Williams"
"Return to Me",79,"Comedy","MGM",113,"PG",2000,4,7,"Fresh",62,46908,19351,6.9,2.4e+07,0,0,"Bonnie Hunt","David Duchovny"," Minnie Driver"," Carroll O'Connor"," Robert Loggia"," Bonnie Hunt"
"One Eight Seven",67,"Drama","Warner Bros",119,"R",1997,7,30,"Rotten",30,20780,21795,6.7,2e+07,0,0,"Kevin Reynolds","Samuel L. Jackson"," John Heard"," Kelly Rowan"," Tony Plana"," Karina Arroyave"
"Greater",85,"Drama","Unknown",130,"PG",2016,8,26,"Fresh",67,3160,4263,7.3,9e+06,0,0,"David Hunt","Christopher Severio"," Neal McDonough"," Leslie Easterbrook"," Michael Parks"," M.C. Gainey"
"Bubba Ho-Tep",79,"Comedy","Other",92,"R",2003,10,2,"Certified-Fresh",78,55716,44997,7,1e+06,0,0,"Don Coscarelli","Bruce Campbell"," Ossie Davis"," Bob Ivy"," Reggie Bannister"," Ella Joyce"
"Appaloosa",55,"Action & Adventure","Warner Bros",116,"R",2008,10,3,"Certified-Fresh",76,55694,57677,6.7,2e+07,0,0,"Ed Harris","Ed Harris"," Viggo Mortensen"," Renée Zellweger"," Jeremy Irons"," Luce Rains"
"Good Burger",63,"Comedy","Paramount Pictures",95,"PG",1997,7,25,"Rotten",32,55295,25675,5.7,9e+06,0,0,"Brian Robbins","Kel Mitchell"," Kenan Thompson"," Sinbad"," Abe Vigoda"," Shar Jackson"
"Other People's Money",46,"Comedy","Warner Bros",101,"R",1991,10,18,"Rotten",31,5976,7816,6.2,NA,0,0,"Norman Jewison","Danny DeVito"," Penelope Ann Miller"," Gregory Peck"," Piper Laurie"," Dean Jones"
"The Monster Project",45,"Horror","Other",95,"NR",2017,8,18,"Rotten",50,176,2694,4.5,250000,0,0,"Victor Mathieu","Jamal Quezaire"," Justin Bruening"," Murielle Zuker"," Toby Hemingway"," Yvonne Zima"
"Pearl Harbor",66,"Action & Adventure","Other",183,"PG-13",2001,5,25,"Rotten",24,905477,306993,6.2,1.4e+08,0,0,"Michael Bay","Ben Affleck"," Josh Hartnett"," Kate Beckinsale"," Ewen Bremner"," Jon Voight"
"She Dies Tomorrow",23,"Comedy","Other",84,"R",2020,7,31,"Certified-Fresh",84,165,1900,5.2,NA,0,0,"Amy Seimetz","Kate Lyn Sheil"," Kentucker Audley"," Chris Messina"," Kate Aselton"," Tunde Adebimpe"
"Reign Over Me",81,"Drama","Sony Pictures",124,"R",2007,3,23,"Fresh",64,150414,92247,7.4,2e+07,0,0,"Mike Binder","Adam Sandler"," Don Cheadle"," Jada Pinkett Smith"," Liv Tyler"," Saffron Burrows"
"The Inkwell",83,"Comedy","Buena Vista",112,"R",1994,4,22,"Rotten",25,2254,1314,6.5,NA,0,0,"Matty Rich","Larenz Tate"," Larenze Tate"," Joe Morton"," Suzzanne Douglas"," Suzanne Douglas"
"Please Give",64,"Comedy","Sony Pictures",90,"R",2010,4,30,"Certified-Fresh",87,11574,10928,6.6,3e+06,0,0,"Nicole Holofcener","Catherine Keener"," Amanda Peet"," Oliver Platt"," Rebecca Hall"," Sarah Steele"
"Harvest",66,"Drama","Monterey Media",103,"R",2011,5,6,"Fresh",73,825,270,4.5,NA,0,0,"Marc Meyers","Jack Carpenter"," Victoria Clark"," Arye Gross"," Robert Loggia"," Barbara Barrie"
"Sister Act",65,"Comedy","Buena Vista",100,"PG",1992,5,29,"Fresh",74,726312,85553,6.4,3.1e+07,0,0,"Emile Ardolino","Whoopi Goldberg"," Maggie Smith"," Harvey Keitel"," Kathy Najimy"," Wendy Makkena"
"The Two Jakes",38,"Comedy","Paramount Pictures",137,"R",1990,1,1,"Fresh",65,6202,10842,6.2,1.9e+07,0,1,"Jack Nicholson","Jack Nicholson"," Harvey Keitel"," Meg Tilly"," Madeleine Stowe"," Eli Wallach"
"Breach",67,"Drama","Universal Pictures",110,"PG-13",2007,2,16,"Certified-Fresh",84,377368,57067,7,NA,0,0,"Billy Ray","Chris Cooper"," Ryan Phillippe"," Laura Linney"," Caroline Dhavernas"," Gary Cole"
"Bogus",45,"Comedy","Warner Bros",110,"PG",1996,9,6,"Rotten",44,9190,6090,5.4,3e+07,0,0,"Norman Jewison","Whoopi Goldberg"," Gérard Depardieu"," Haley Joel Osment"," Denis Mercier"," Andrea Martin"
"Hey Arnold! The Movie",36,"Animation","Paramount Pictures",75,"PG",2002,6,28,"Rotten",29,14611,6400,6,3e+06,0,0,"Tuck Tucker","Spencer Klein"," Francesca Marie Smith"," Jamil Walker Smith"," Dan Castellaneta"," Tress MacNeille"
"Bandslam",64,"Comedy","Summit Entertainment",111,"PG",2009,8,14,"Certified-Fresh",82,107631,13652,6.3,2e+07,0,0,"Todd Graff","Alyson Michalka"," Gaelan Connell"," Scott Porter"," Lisa Kudrow"," Ryan Donawho"
"Dirty",42,"Drama","Other",97,"R",2006,2,24,"Rotten",21,7326,5225,5.6,3e+06,0,0,"Chris Fisher","Cuba Gooding Jr."," Wyclef Jean"," Keith David"," Clifton Collins Jr."," Aimee Garcia"
"See You in Valhalla",33,"Comedy","Other",90,"R",2015,4,24,"Rotten",0,268,2124,5.3,NA,0,0,"Jarret Tarnol","Sarah Hyland"," Bret Harrison"," Steve Howey"," Odeya Rush"," Jake McDorman"
"13 Sins",45,"Horror","Other",92,"R",2014,4,18,"Fresh",65,4527,32536,6.3,4e+06,0,0,"Daniel Stamm","Mark Webber"," Rutina Wesley"," Devon Graye"," Pruitt Taylor Vince"," Tom Bower"
"Sorry, Haters",47,"Drama","IFC Films",86,"R",2005,10,20,"Rotten",37,4444,1407,6.2,2e+05,0,0,"Jeff Stanzler","Robin Wright"," Abdel Kechiche"," Sandra Oh"," Remy K. Selma"," Jim Ryan"
"Elvira's Haunted Hills",46,"Comedy","Other",89,"PG-13",2001,6,1,"Fresh",67,4259,2794,5.9,1500000,0,0,"Sam Irvin","Cassandra Peterson"," Richard O'Brien"," Mary Scheer"," Scott Atkinson"," Heather Hopper"
"Sister Aimee",73,"Drama","Other",87,"NR",2019,9,27,"Fresh",65,13,141,5,NA,0,0,"Samantha Buck","Amy Hargreaves"," Julie White"," Luis Bordonada"," Macon Blair"," Michael Mosley"
"There's Something About Mary",61,"Comedy","20th Century Fox",118,"R",1998,7,15,"Certified-Fresh",83,33121539,286414,7.1,2.3e+07,0,0,"Bobby Farrelly","Cameron Diaz"," Ben Stiller"," Matt Dillon"," Chris Elliott"," Lin Shaye"
"Alaska",44,"Action & Adventure","Sony Pictures",109,"PG",1996,8,14,"Rotten",18,10360,5052,5.7,2.3e+07,0,0,"Fraser C. Heston","Thora Birch"," Vincent Kartheiser"," Dirk Benedict"," Charlton Heston"," Gordon Tootoosis"
"Zoom",33,"Action & Adventure","Sony Pictures",88,"PG",2006,8,11,"Rotten",4,11369,18613,4.4,3.5e+07,0,0,"Peter Hewitt","Tim Allen"," Courteney Cox"," Chevy Chase"," Spencer Breslin"," Kevin Zegers"
"Deadpool 2",85,"Action & Adventure","20th Century Fox",120,"R",2018,5,18,"Certified-Fresh",83,31738,460610,7.7,1.1e+08,0,0,"David Leitch","Ryan Reynolds"," Josh Brolin"," Morena Baccarin"," Julian Dennison"," Zazie Beetz"
"Courage Under Fire",66,"Drama","Columbia Pictures",115,"R",1996,7,12,"Certified-Fresh",85,46877,49330,6.6,4.6e+07,0,1,"Edward Zwick","Denzel Washington"," Meg Ryan"," Lou Diamond Phillips"," Michael Moriarty"," Matt Damon"
"Dumplin'",74,"Comedy","Netflix",110,"NR",2018,12,7,"Certified-Fresh",85,1114,27144,6.6,NA,0,0,"Anne Fletcher","Danielle MacDonald"," Jennifer Aniston"," Luke Benward"," Odeya Rush"," Dove Cameron"
"Wanted",69,"Action & Adventure","Universal Pictures",110,"R",2008,6,12,"Certified-Fresh",71,1546122,122,3.7,NA,0,0,"Timur Bekmambetov","James McAvoy"," Morgan Freeman"," Angelina Jolie"," Terence Stamp"," Thomas Kretschmann"
"Tin Cup",65,"Comedy","New Line Home Entertainment",133,"R",1996,8,16,"Fresh",71,49163,45385,6.4,4.5e+07,0,0,"Ron Shelton","Kevin Costner"," Rene Russo"," Cheech Marin"," Don Johnson"," Linda Hart"
"Hereafter",38,"Drama","Warner Bros",129,"PG-13",2010,10,22,"Rotten",47,67234,89563,6.4,5e+07,1,0,"Clint Eastwood","Matt Damon"," Lyndsey Marshal"," Bryce Dallas Howard"," Jay Mohr"," Richard Kind"
"Edward Scissorhands",91,"Drama","20th Century Fox",105,"PG-13",1990,12,7,"Certified-Fresh",90,1032919,437293,7.9,2e+07,0,0,"Tim Burton","Johnny Depp"," Winona Ryder"," Dianne Wiest"," Anthony Michael Hall"," Kathy Baker"
"Welcome to the Dollhouse",86,"Comedy","Sony Pictures",87,"R",1995,9,10,"Certified-Fresh",90,33490,31333,7.4,8e+05,0,0,"Todd Solondz","Heather Matarazzo"," Matthew Faber"," Daria Kalinina"," Brendan Sexton III"," Angela Pietropinto"
"A Haunted House 2",43,"Comedy","Open Road Films",87,"R",2014,4,18,"Rotten",8,36181,19363,4.7,4e+06,0,0,"Michael Tiddes","Marlon Wayans"," Jaime Pressly"," Essence Atkins"," Gabriel Iglesias"," Dave Sheridan"
"The Lodger",29,"Drama","Other",96,"R",2009,1,23,"Rotten",24,6620,3065,7.1,8e+05,0,0,"David Ondaatje","Alfred Molina"," Hope Davis"," Simon Baker"," Shane West"," Rachael Leigh Cook"
"Primeval",32,"Action & Adventure","Buena Vista Pictures",94,"R",2007,1,12,"Rotten",19,64248,12755,4.8,NA,0,0,"Michael Katleman","Dominic Purcell"," Brooke Langton"," Orlando Jones"," Jürgen Prochnow"," Gideon Emery"
"Mike and Dave Need Wedding Dates",51,"Comedy","20th Century Fox",98,"R",2016,7,8,"Rotten",38,28143,80771,6,3.3e+07,0,0,"Jake Szymanski","Zac Efron"," Anna Kendrick"," Adam DeVine"," Aubrey Plaza"," Stephen Root"
"American Fable",40,"Drama","IFC Midnight",96,"NR",2017,2,17,"Fresh",75,538,3201,5.9,NA,0,0,"Anne Hamilton","Peyton Kennedy"," Kip Pardue"," Zuleikha Robinson"," Gavin MacIntosh"," Rusty Schwimmer"
"Stolen Summer",66,"Comedy","Miramax Pictures",90,"PG",2002,3,22,"Rotten",36,1769,2616,6.5,1800000,0,0,"Pete Jones","Aidan Quinn"," Bonnie Hunt"," Adiel Stein"," Kevin Pollak"," Adi Stein"
"Match",67,"Comedy","IFC Films",92,"R",2015,1,14,"Fresh",76,1966,2071,6.7,NA,0,0,"Stephen Belber","Patrick Stewart"," Carla Gugino"," Matthew Lillard"," Jaime Tirelli"," Rob Yang"
"To Die For",65,"Comedy","Columbia Pictures",103,"R",1995,9,29,"Certified-Fresh",88,34871,460,4.8,NA,0,1,"Gus Van Sant","Nicole Kidman"," Matt Dillon"," Joaquin Phoenix"," Casey Affleck"," Illeana Douglas"
"Five Dances",56,"Documentary","Other",83,"NR",2013,10,4,"Rotten",58,274,2475,7.1,NA,0,0,"Alan Brown","Ryan Steele"," Reed Luplau"," Catherine Miller Scott"," Kimiye Corwin"," Luke Murphy"
"6 Souls",45,"Horror","Other",113,"R",2013,4,5,"Rotten",4,19408,31937,6.1,2.2e+07,0,1,"Björn Stein","Julianne Moore"," Jonathan Rhys Meyers"," Jeffrey DeMunn"," Frances Conroy"," Brooklynn Proulx"
"Trees Lounge",79,"Art House & International","Live Home Video",94,"R",1996,10,11,"Fresh",81,6619,13443,7.1,1300000,0,0,"Steve Buscemi","Steve Buscemi"," Anthony LaPaglia"," Chloë Sevigny"," Elizabeth Bracco"," Debi Mazar"
"Mail Order Wife",68,"Comedy","Other",91,"R",2005,3,11,"Fresh",61,1377,1216,6.3,NA,0,0,"Huck Botko","Andrew Gurland"," Eugenia Yuan"," Adrian Martinez"," Deborah Teng"," Huck Botko"
"Waist Deep",76,"Action & Adventure","Focus Features",97,"R",2006,6,23,"Rotten",28,94159,9312,5.9,NA,0,0,"Stan Lathan","Tyrese Gibson"," Meagan Good"," The Game"," Paul Terrel Clayton"," Darris Love"
"Jurassic World: Fallen Kingdom",48,"Action & Adventure","Universal Pictures",128,"PG-13",2018,6,22,"Rotten",47,29990,256534,6.2,1.7e+08,0,0,"J.A. Bayona","Chris Pratt"," Bryce Dallas Howard"," Rafe Spall"," Justice Smith"," Daniella Pineda"
"Unbroken",70,"Drama","Universal Pictures",137,"PG-13",2014,12,25,"Rotten",50,53371,142962,7.2,6.5e+07,0,0,"Angelina Jolie","Jack O'Connell"," Domhnall Gleeson"," Finn Wittrock"," Garrett Hedlund"," Jai Courtney"
"Almost Heroes",64,"Comedy","Warner Bros",90,"PG-13",1998,5,29,"Rotten",8,37463,15454,5.9,3e+07,0,0,"Christopher Guest","Chris Farley"," Matthew Perry"," Eugene Levy"," Kevin Dunn"," Lisa Barbuscia"
"Inside the Rain",71,"Comedy","Other",90,"NR",2020,3,13,"Fresh",86,24,153,4.5,1e+06,0,0,"Aaron Fisher","Aaron Fisher"," Ellen Toland"," Rosie Perez"," Eric Roberts"," Catherine Curtin"
"The Last Castle",74,"Action & Adventure","Other",131,"R",2001,10,19,"Rotten",52,45872,69830,7,7.2e+07,0,0,"Rod Lurie","Robert Redford"," James Gandolfini"," Mark Ruffalo"," Delroy Lindo"," Steve Burton"
"Scent of a Woman",92,"Drama","Universal Pictures",157,"R",1992,12,23,"Certified-Fresh",89,119250,253857,8,3.1e+07,0,1,"Martin Brest","Al Pacino"," Chris O'Donnell"," James Rebhorn"," Gabrielle Anwar"," Philip Seymour Hoffman"
"Soul Plane",51,"Comedy","MGM",86,"R",2004,5,28,"Rotten",18,60538,21418,4.5,1.6e+07,0,0,"Jessy Terrero","Tom Arnold"," Kevin Hart"," Method Man"," Snoop Dogg"," K.D. Aubert"
"Bird Box",57,"Drama","Netflix",124,"R",2018,12,13,"Fresh",63,7325,266866,6.6,NA,0,1,"Susanne Bier","Sandra Bullock"," Trevante Rhodes"," Jacki Weaver"," Rosa Salazar"," Danielle MacDonald"
"The Spiderwick Chronicles",63,"Action & Adventure","Paramount Pictures",97,"PG",2008,1,31,"Certified-Fresh",80,355118,86673,6.5,9e+07,0,0,"Mark Waters (VIII)","Freddie Highmore"," Mary-Louise Parker"," Sarah Bolger"," Andrew McCarthy"," Joan Plowright"
"Bounce",32,"Drama","Miramax Pictures",106,"PG-13",2000,11,17,"Rotten",52,21838,19816,5.7,3.5e+07,0,0,"Don Roos","Ben Affleck"," Gwyneth Paltrow"," Tony Goldwyn"," Alex D. Linz"," David Dorfman"
"King Jack",72,"Action & Adventure","Well Go USA",81,"NR",2016,6,10,"Fresh",94,834,2915,7,NA,0,0,"Felix Thompson","Charlie Plummer"," Cory Nichols"," Danny Flaherty"," Christian Madsen"," Erin Davie"
"Dark Water",28,"Horror","Buena Vista",105,"PG-13",2005,7,8,"Rotten",47,154837,59001,5.6,3e+07,0,0,"Walter Salles","Jennifer Connelly"," John C. Reilly"," Tim Roth"," Dougray Scott"," Pete Postlethwaite"
"Killing Gunther",28,"Action & Adventure","Unknown",92,"R",2017,10,20,"Rotten",48,1089,11309,4.8,NA,0,0,"Taran Killam","Amir Talai"," Peter Kelamis"," Arnold Schwarzenegger"," Cobie Smulders"," Taran Killam"
"This Thing of Ours",27,"Drama","Other",133,"NR",2003,7,18,"Rotten",40,266,650,5.1,NA,0,0,"Danny Provenzano","Danny Provenzano"," Christian Maelen"," Louis Vanaria"," James Caan"," Frank Vincent"
"Greedy",47,"Comedy","Universal Pictures",113,"PG-13",1994,3,4,"Rotten",32,7832,12680,6.3,NA,0,0,"Jonathan Lynn","Kirk Douglas"," Michael J. Fox"," Nancy Travis"," Olivia d'Abo"," Phil Hartman"
"Mohawk",28,"Action & Adventure","Other",91,"NR",2018,3,2,"Certified-Fresh",84,218,443,5.2,NA,0,0,"Ted Geoghegan","Kaniehtiio Horn"," Ezra Buzzington"," Eamon Farren"," Justin Rain"," Ian Colletti"
"Trial by Jury",27,"Drama","Warner Bros",102,"R",1994,9,9,"Rotten",8,1145,1676,5.4,NA,0,0,"Heywood Gould","Joanne Whalley"," Armand Assante"," Gabriel Byrne"," William Hurt"," Kathleen Quinlan"
"Hero",87,"Action & Adventure","Miramax Pictures",93,"PG-13",2004,8,27,"Certified-Fresh",95,249427,20863,6.5,4.2e+07,0,0,"Zhang Yimou","Jet Li"," Tony Leung Chiu Wai"," Maggie Cheung"," Daoming Chen"," Donnie Yen"
"And While We Were Here",37,"Drama","Well Go USA",83,"R",2013,9,13,"Rotten",43,737,3633,5.8,NA,0,0,"Kat Coiro","Kate Bosworth"," Jamie Blackley"," Iddo Goldberg"," Claire Bloom",NA
"Wakefield",52,"Drama","IFC Films",109,"R",2017,5,19,"Certified-Fresh",72,6893,14955,6.3,NA,0,0,"Robin Swicord","Bryan Cranston"," Jennifer Garner"," Beverly D'Angelo"," Ian Anthony Dale"," Jason O'Mara"
"Destroyer",50,"Mystery & Suspense","Other",123,"R",2018,12,25,"Certified-Fresh",73,1311,1051,6.3,NA,0,1,"Karyn Kusama","Nicole Kidman"," Sebastian Stan"," Toby Kebbell"," Tatiana Maslany"," Bradley Whitford"
"Enemy of the State",78,"Action & Adventure","Buena Vista Pictures",127,"R",1998,11,20,"Fresh",72,373033,223789,7.3,9e+07,0,0,"Tony Scott","Will Smith"," Gene Hackman"," Regina King"," Jon Voight"," Lisa Bonet"
